,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,rotten_tomatoes_link,1_genre_Action & Adventure,1_genre_Animation,1_genre_Art House & International,1_genre_Classics,1_genre_Comedy,1_genre_Cult Movies,1_genre_Documentary,1_genre_Drama,1_genre_Horror,1_genre_Kids & Family,1_genre_Musical & Performing Arts,1_genre_Mystery & Suspense,1_genre_Romance,1_genre_Science Fiction & Fantasy,1_genre_Special Interest,1_genre_Television,1_genre_Western,1_genre_nan,2_genre_Animation,2_genre_Anime & Manga,2_genre_Art House & International,2_genre_Classics,2_genre_Comedy,2_genre_Cult Movies,2_genre_Documentary,2_genre_Drama,2_genre_Faith & Spirituality,2_genre_Gay & Lesbian,2_genre_Horror,2_genre_Kids & Family,2_genre_Musical & Performing Arts,2_genre_Mystery & Suspense,2_genre_Romance,2_genre_Science Fiction & Fantasy,2_genre_Special Interest,2_genre_Sports & Fitness,2_genre_Television,2_genre_Western,2_genre_nan,3_genre_Anime & Manga,3_genre_Art House & International,3_genre_Classics,3_genre_Comedy,3_genre_Cult Movies,3_genre_Documentary,3_genre_Drama,3_genre_Faith & Spirituality,3_genre_Gay & Lesbian,3_genre_Horror,3_genre_Kids & Family,3_genre_Musical & Performing Arts,3_genre_Mystery & Suspense,3_genre_Romance,3_genre_Science Fiction & Fantasy,3_genre_Special Interest,3_genre_Sports & Fitness,3_genre_Television,3_genre_Western,3_genre_nan,top_critic_review_count,review_count
70,Gladiator,103000000,23.186667,2000,"679,550,854.73",155,7.9,5566,/m/1039071-gladiator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,8.0
71,Gladiator,103000000,23.186667,2000,"679,550,854.73",155,7.9,5566,/m/gladiator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,8.0
72,Stand by Me,8000000,15.206957000000001,1986,"121,988,063.50",89,7.8,1568,/m/stand_by_me_1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,38.0
73,Hacksaw Ridge,40000000,21.037699,2016,"186,770,049.66",140,7.8,3294,/m/hacksaw_ridge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.0,266.0
74,Amadeus,18000000,12.677592,1984,"127,906,674.83",160,7.8,1107,/m/amadeus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,87.0
75,Annie Hall,4000000,18.146043,1977,"161,400,814.73",93,7.8,1044,/m/annie_hall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,64.0
76,The Thing,15000000,16.83125,1982,"52,013,778.57",109,7.8,1629,/m/1021244-thing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,55.0
77,The Thing,15000000,16.83125,1982,"52,013,778.57",109,7.8,1629,/m/the_thing_2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,55.0
78,Hidden Figures,25000000,16.816834,2016,"245,790,336.91",127,7.8,2178,/m/hidden_figures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.0,300.0
79,Trainspotting,4000000,19.348466000000002,1996,"26,875,520.43",93,7.8,2737,/m/trainspotting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,77.0
80,The Theory of Everything,15000000,11.853019999999999,2014,"133,658,276.81",123,7.8,3403,/m/the_theory_of_everything_2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.0,262.0
81,Casino,52000000,10.137389,1995,"194,815,841.78",178,7.8,1343,/m/1067987-casino,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,52.0
82,The Breakfast Club,1000000,12.627678,1985,"122,444,109.89",97,7.8,2189,/m/breakfast_club,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,49.0
83,The Big Lebowski,15000000,15.952523999999999,1998,"72,458,113.73",117,7.8,3001,/m/the_big_lebowski,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,94.0
84,The Truman Show,60000000,13.155901,1998,"414,325,300.59",103,7.8,4702,/m/truman_show,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.0,116.0
85,Big Hero 6,165000000,213.84990699999997,2014,"704,450,197.61",102,7.8,6289,/m/big_hero_6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0,218.0
86,Into the Wild,15000000,15.423538,2007,"69,389,482.92",148,7.8,3139,/m/into_the_wild,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.0,193.0
87,North by Northwest,4000000,12.410427,1959,"116,247,174.66",136,7.8,1062,/m/north-by-northwest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,65.0
88,Django Unchained,100000000,19.785025,2012,"473,722,380.04",165,7.8,10297,/m/django_unchained_2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0,277.0
89,Gran Torino,33000000,14.794228,2008,"320,614,579.19",116,7.8,3181,/m/gran_torino,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.0,228.0
90,Spotlight,20000000,14.63239,2015,"95,317,270.66",128,7.8,2751,/m/spotlight_2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.0,349.0
91,About Time,12000000,11.213913,2013,"95,586,200.90",123,7.8,2140,/m/about_time,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,153.0
92,Shutter Island,80000000,15.813629,2010,"345,627,843.47",138,7.8,6559,/m/1198124-shutter_island,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0,245.0
93,Up,175000000,19.330884,2009,"876,292,938.31",96,7.8,7048,/m/up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,288.0
94,Monty Python and the Holy Grail,400000,10.43389,1975,"23,901,524.23",91,7.8,1742,/m/monty_python_and_the_holy_grail,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,72.0
95,Warrior,25000000,13.121626000000001,2011,"26,214,781.26",140,7.7,1297,/m/1212910-warrior,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,186.0
96,The Sixth Sense,40000000,18.449169,1999,"1,032,632,466.17",107,7.7,3223,/m/sixth_sense,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.0,146.0
97,L.A. Confidential,35000000,10.989442,1997,"201,082,065.78",138,7.7,1340,/m/la_confidential,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.0,106.0
98,Hachi: A Dog's Tale,16000000,8.621359,2009,"56,982,821.29",93,7.7,1769,/m/hachi_a_dogs_tale,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,27.0
99,Rush,38000000,10.63552,2013,"99,039,989.08",123,7.7,2310,/m/1038009-rush,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,14.0
100,Rush,38000000,10.63552,2013,"99,039,989.08",123,7.7,2310,/m/rush_2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,14.0
101,Million Dollar Baby,30000000,14.471373000000002,2004,"293,416,962.85",132,7.7,2519,/m/million_dollar_baby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.0,266.0
102,The Pursuit of Happyness,55000000,20.981716,2006,"389,482,461.96",117,7.7,2607,/m/pursuit_of_happyness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0,173.0
103,V for Vendetta,54000000,20.214422,2006,"168,070,791.91",132,7.7,4562,/m/v_for_vendetta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.0,242.0
104,No Country for Old Men,25000000,15.565484,2007,"211,664,833.57",122,7.7,3083,/m/no_country_for_old_men,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0,277.0
105,Harry Potter and the Prisoner of Azkaban,130000000,28.460276,2004,"1,069,100,182.41",141,7.7,6037,/m/harry_potter_and_the_prisoner_of_azkaban,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.0,252.0
106,Mulholland Drive,15000000,18.184055999999998,2001,"29,045,757.10",147,7.7,1517,/m/mulholland_dr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.0,160.0
107,Catch Me If You Can,52000000,19.833077,2002,"500,475,984.32",141,7.7,3917,/m/catch_me_if_you_can,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,195.0
108,Donnie Darko,6000000,18.303148,2001,"1,834,401.33",113,7.7,3574,/m/donnie_darko,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.0,112.0
109,The Perks of Being a Wallflower,13000000,12.775679,2012,"37,196,777.00",102,7.7,3056,/m/the_perks_of_being_a_wallflower,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.0,158.0
110,A Beautiful Mind,60000000,11.93646,2001,"452,697,778.62",135,7.7,3087,/m/beautiful_mind,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0,209.0
111,Snatch,10000000,14.014025,2000,"124,075,190.89",103,7.7,2953,/m/snatch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,134.0
112,Toy Story,30000000,21.946943,1995,"626,756,996.31",81,7.7,5415,/m/toy_story,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0,82.0
113,The Notebook,29000000,15.239013,2004,"156,483,566.20",123,7.7,3163,/m/a_nagy_fuzet_2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,36.0
114,The Notebook,29000000,15.239013,2004,"156,483,566.20",123,7.7,3163,/m/notebook,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,36.0
115,Raiders of the Lost Ark,18000000,19.901576000000002,1981,"1,096,854,464.08",115,7.7,3949,/m/raiders_of_the_lost_ark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,73.0
116,Fargo,7000000,12.61469,1996,"98,779,362.70",98,7.7,2080,/m/fargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,87.0
117,Zootopia,150000000,26.024868,2016,"1,090,756,744.42",108,7.7,4961,/m/zootopia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,273.0
118,Unforgiven,14000000,10.942149,1992,"290,068,133.98",131,7.7,1133,/m/1041911-unforgiven,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,86.0
119,Straight Outta Compton,28000000,21.183076999999997,2015,"217,544,587.34",147,7.7,1381,/m/straight_outta_compton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.0,235.0
120,Terminator 2: Judgment Day,100000000,22.661695,1991,"976,240,822.32",137,7.7,4274,/m/terminator_2_judgment_day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,75.0
121,Aliens,18500000,21.761179000000002,1986,"427,682,641.82",137,7.7,3282,/m/1000617-aliens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0,66.0
122,Braveheart,72000000,20.755149,1995,"352,342,519.69",177,7.7,3404,/m/1065684-braveheart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,72.0
123,Heat,60000000,17.924927,1995,"314,485,527.31",170,7.7,1886,/m/1009399-heat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,3.0
124,Heat,60000000,17.924927,1995,"314,485,527.31",170,7.7,1886,/m/1068182-heat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,3.0
125,Captain Phillips,55000000,13.776067999999999,2013,"104,255,364.81",134,7.6,2495,/m/captain_phillips,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.0,265.0
126,How to Train Your Dragon 2,145000000,12.256689,2014,"658,017,589.24",102,7.6,3163,/m/how_to_train_your_dragon_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.0,179.0
127,The Hateful Eight,44000000,20.328822,2015,"168,050,050.28",167,7.6,4405,/m/the_hateful_eight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.0,318.0
128,Moon,5000000,13.336773,2009,"11,634,771.99",97,7.6,1831,/m/moon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0,186.0
129,Captain America: The Winter Soldier,170000000,18.717704,2014,"772,141,159.53",136,7.6,5881,/m/captain_america_the_winter_soldier_2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.0,290.0
130,Indiana Jones and the Last Crusade,48000000,14.788986999999999,1989,"977,788,151.57",127,7.6,3221,/m/indiana_jones_and_the_last_crusade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,52.0
131,Toy Story 3,200000000,16.96647,2010,"1,250,913,127.27",103,7.6,4710,/m/toy_story_3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.0,301.0
132,The Dark Knight Rises,250000000,20.58258,2012,"1,208,270,590.65",165,7.6,9263,/m/the_dark_knight_rises,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59.0,354.0
133,The Untouchables,25000000,11.062203,1987,"171,675,660.98",119,7.6,1424,/m/untouchables,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,49.0
134,The Princess Bride,16000000,15.15267,1987,"69,457,245.07",98,7.6,1518,/m/princess_bride,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0,61.0
135,Moonrise Kingdom,16000000,8.692433,2012,"76,023,046.80",94,7.6,1701,/m/moonrise_kingdom,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0,242.0
136,The Martian,108000000,25.629929999999998,2015,"679,883,524.36",141,7.6,7442,/m/the_martian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.0,358.0
137,The King's Speech,15000000,11.260387,2010,"485,620,784.41",118,7.6,2817,/m/the_kings_speech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.0,286.0
138,Misery,20000000,15.020845000000001,1990,"119,881,378.50",107,7.6,1085,/m/misery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.0,52.0
139,Breakfast at Tiffany's,2500000,10.879289,1961,"81,242,474.92",110,7.6,1082,/m/breakfast_at_tiffanys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,44.0
140,The Hobbit: The Desolation of Smaug,250000000,20.644776,2013,"1,051,772,017.17",161,7.6,4633,/m/the_hobbit_the_desolation_of_smaug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0,233.0
141,The Iron Giant,70000000,15.441459,1999,"35,545,223.82",86,7.6,1470,/m/iron_giant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.0,135.0
142,Me Before You,20000000,34.347590000000004,2016,"221,548,148.66",110,7.6,2674,/m/me_before_you,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.0,171.0
143,Mystic River,25000000,12.602438000000001,2003,"217,931,470.18",138,7.6,1473,/m/mystic_river,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0,198.0
