,title,revenue
1846,Kramer vs. Kramer,106260000.0
1848,Chariots of Fire,58972904.0
1850,Out of Africa,128499205.0
1851,The Last Emperor,43984230.0
1852,Rain Man,412800000.0
1853,Driving Miss Daisy,145793296.0
1856,Repo Man,2300000.0
1858,Labyrinth,12729917.0
1859,The Breakfast Club,51525171.0
1860,A Nightmare on Elm Street Part 2: Freddy's Revenge,29999213.0
1861,A Nightmare on Elm Street 3: Dream Warriors,44793222.0
1862,A Nightmare on Elm Street 4: The Dream Master,72500000.0
1863,A Nightmare on Elm Street 5: The Dream Child,22168359.0
1864,Freddy's Dead: The Final Nightmare,34872033.0
1865,Friday the 13th,59754601.0
1866,Friday the 13th Part 2,21722776.0
1867,Friday the 13th Part III,36690067.0
1868,Friday the 13th: The Final Chapter,32980880.0
1869,Friday the 13th: A New Beginning,21930418.0
1870,Friday the 13th Part VI: Jason Lives,19472057.0
1871,Friday the 13th Part VII: The New Blood,19170001.0
1872,Friday the 13th Part VIII: Jason Takes Manhattan,14000000.0
1873,Halloween,70000000.0
1874,Halloween II,25533818.0
1875,Halloween III: Season of the Witch,14400000.0
1876,Halloween 4: The Return of Michael Myers,17768757.0
1877,Halloween 5: The Revenge of Michael Myers,11642254.0
1878,Prom Night,14796236.0
1879,Hello Mary Lou: Prom Night II,2683519.0
1882,Child's Play,44196684.0
1883,Child's Play 2,35763605.0
1884,Child's Play 3,20560255.0
1885,Poltergeist,122200000.0
1886,Poltergeist II: The Other Side,40996665.0
1887,Poltergeist III,14144000.0
1888,The Exorcist,441306145.0
1889,Exorcist II: The Heretic,30749142.0
1890,The Exorcist III,39024251.0
1891,Lethal Weapon,120207127.0
1892,Lethal Weapon 2,227853986.0
1893,Lethal Weapon 3,321731527.0
1894,Gremlins,153083102.0
1895,Gremlins 2: The New Batch,41482207.0
1896,The Goonies,61503218.0
1897,The Mask of Zorro,250288523.0
1900,Soylent Green,3600000.0
1901,Metropolis,650422.0
1902,Back to the Future Part II,332000000.0
1903,Back to the Future Part III,244527583.0
1904,The Poseidon Adventure,84563118.0
1909,Bambi,267447150.0
1910,Seven Samurai,271841.0
1911,Dangerous Liaisons,34670720.0
1912,Dune,30925690.0
1913,The Last Temptation of Christ,8373585.0
1914,The Godfather: Part III,136766062.0
1915,The Rapture,1277401.0
1916,Lolita,1060056.0
1917,Disturbing Behavior,17507368.0
1918,Jane Austen's Mafia!,19000000.0
1919,Saving Private Ryan,481840909.0
1920,Billy's Hollywood Screen Kiss,2020700.0
1924,The Black Cauldron,21288692.0
1925,The Black Hole,35841901.0
1930,Cheetah,8153677.0
1933,D2: The Mighty Ducks,45610410.0
1936,A Far Off Place,12890752.0
1937,Flight of the Navigator,18564613.0
1939,The Great Mouse Detective,38625550.0
1943,Hocus Pocus,39514713.0
1944,Honey I Blew Up the Kid,58662452.0
1945,"Honey, I Shrunk the Kids",222724172.0
1949,The Negotiator,44547681.0
1951,BASEketball,7027290.0
1955,Roger & Me,6706368.0
1956,The Purple Rose of Cairo,10631333.0
1958,Doctor Zhivago,111858363.0
1959,Fanny & Alexander,4971340.0
1960,The Trip to Bountiful,7218340.0
1963,The 'Burbs,36602000.0
1967,Blue Velvet,8551228.0
1968,The Journey of Natty Gann,2135577.0
1969,The Jungle Book,205843612.0
1971,Lady and the Tramp,93600000.0
1972,The Little Mermaid,222300000.0
1973,The Mighty Ducks,50752337.0
1974,The Muppet Christmas Carol,27281507.0
1976,One Hundred and One Dalmatians,215880014.0
1978,Peter Pan,87404651.0
1980,The Rescuers Down Under,47431461.0
1981,The Rescuers,71215869.0
1982,Return from Witch Mountain,16393000.0
1984,Return to Oz,11137801.0
1985,The Rocketeer,62000000.0
1987,Sleeping Beauty,51000000.0
1988,Something Wicked This Way Comes,5656087.0
1991,Splash,69821334.0
1992,Squanto: A Warrior's Tale,3337685.0
1996,Tron,33000000.0
1997,Swing Kids,5632086.0
1998,Halloween: H20,55041738.0
2000,The Jerk,73961419.0
2001,Dead Men Don't Wear Plaid,18196170.0
2004,Graveyard Shift,11582891.0
2005,The Outsiders,33697647.0
2006,Indiana Jones and the Temple of Doom,333000000.0
2007,The Lord of the Rings,30471420.0
2009,The Dead Zone,20766616.0
2010,Maximum Overdrive,7433663.0
2012,Cujo,21200000.0
2013,Children of the Corn,14000000.0
2014,All Dogs Go to Heaven,27100027.0
2015,The Addams Family,191502426.0
2016,Ever After: A Cinderella Story,65705772.0
2017,Snake Eyes,103891409.0
2018,"First Love, Last Rites",40542.0
2021,Atlantic City,12729678.0
2023,Who's Afraid of Virginia Woolf?,33736689.0
2024,Adventures in Babysitting,34368475.0
2025,Weird Science,38934048.0
2026,Doctor Dolittle,9000000.0
2029,Watership Down,3713768.0
2030,The Secret of NIMH,14665733.0
2031,The Dark Crystal,40577001.0
2032,An American Tail,84542002.0
2033,An American Tail: Fievel Goes West,40766041.0
2034,Legend,15502112.0
2035,Sixteen Candles,23686027.0
2036,Pretty in Pink,40471663.0
2037,St. Elmo's Fire,37803872.0
2040,House II: The Second Story,7800000.0
2041,The Gods Must Be Crazy,60000000.0
2043,Air Bud: Golden Receiver,10224116.0
2044,The Avengers,48585416.0
2045,How Stella Got Her Groove Back,37672350.0
2051,Rosemary's Baby,33395426.0
2052,The NeverEnding Story,20158808.0
2053,The Neverending Story II: The Next Chapter,16283667.0
2056,Your Friends & Neighbors,4710749.0
2058,Blade,131183530.0
2065,Beetlejuice,73326666.0
2067,Rope,2200000.0
2068,Family Plot,7900000.0
2069,Frenzy,12600000.0
2070,Topaz,6000000.0
2071,Torn Curtain,13000000.0
2072,Marnie,7000000.0
2073,The Wrong Man,2000000.0
2074,The Man Who Knew Too Much,10250000.0
2075,The Trouble with Harry,7000000.0
2077,Strangers on a Train,7000000.0
2079,54,16757163.0
2081,Why Do Fools Fall In Love,12413650.0
2084,Willow,57269863.0
2085,The Untouchables,76270454.0
2097,Suspicion,4500000.0
2120,Rounders,22921898.0
2121,Cube,501818.0
2122,Digging to China,33556.0
2125,Simon Birch,18253415.0
2126,Without Limits,777423.0
2129,My Bodyguard,22482952.0
2132,Broadcast News,51249404.0
2134,Working Girl,103173635.0
2136,Married to the Mob,21486757.0
2137,Say Anything...,20036737.0
2142,Toys,23278931.0
2144,Young Doctors in Love,30688860.0
2145,Parasite,7000000.0
2147,Blame It on Rio,18600000.0
2150,About Last Night...,38702310.0
2151,The Seventh Sign,18875011.0
2153,Nothing but Trouble,8479793.0
2156,A Few Good Men,243240178.0
2157,Indecent Proposal,266614059.0
2160,Rush Hour,244386864.0
2162,Six-String Samurai,124494.0
2163,A Soldier's Daughter Never Cries,1782005.0
2165,Ronin,41610884.0
2166,Urban Legend,72527595.0
2170,The Sheltering Sky,2075084.0
2172,If....,500000.0
2175,The Thing,19629760.0
2176,The Player,21706101.0
2177,Stardust Memories,10389003.0
2178,Edward Scissorhands,53000000.0
2181,Antz,171757863.0
2182,The Impostors,2197921.0
2183,A Night at the Roxbury,30331165.0
2184,What Dreams May Come,71485043.0
2185,Strangeland,631221.0
2188,History of the World: Part I,31672907.0
2189,My Cousin Vinny,64088552.0
2198,2010,40400657.0
2199,Children of a Lesser God,31853080.0
2200,The Elephant Man,26010864.0
2202,Bride of Chucky,50671850.0
2203,Practical Magic,46683377.0
2205,Happiness,2807390.0
2209,Soldier,14567883.0
2211,Life Is Beautiful,229400000.0
2214,Tales from the Darkside: The Movie,16324573.0
2216,American History X,23875127.0
2218,Living Out Loud,12902790.0
2220,Gods and Monsters,6451628.0
2221,The Siege,116672912.0
2222,The Waterboy,185991646.0
2223,Elizabeth,82150642.0
2224,Velvet Goldmine,1053788.0
2225,I Still Know What You Did Last Summer,40002112.0
2227,Meet Joe Black,142940100.0
2231,Runaway Train,7936012.0
2235,Sid & Nancy,2826523.0
2236,Mona Lisa,5794184.0
2237,Heart Condition,4100000.0
2238,Nights of Cabiria,752045.0
2240,Enemy of the State,250649836.0
2241,The Rugrats Movie,100491683.0
2242,A Bug's Life,363258859.0
2244,Central Station,5596708.0
2248,Pink Flamingos,6000000.0
2251,Godzilla 1985,4100000.0
2253,King Kong,10000000.0
2254,King Kong,90614445.0
2255,King Kong Lives,4711220.0
2256,Desperately Seeking Susan,27400000.0
2257,The Emerald Forest,24467000.0
2258,Fletch,59612888.0
2259,Fletch Lives,35150960.0
2260,Red Sonja,6948633.0
2261,Gung Ho,36611610.0
2262,The Money Pit,54999651.0
2263,A View to a Kill,152427960.0
2265,Police Academy,146198896.0
2266,Police Academy 2: Their First Assignment,55600000.0
2267,Police Academy 3: Back in Training,43579163.0
2268,Police Academy 4: Citizens on Patrol,28061343.0
2269,Police Academy 5: Assignment Miami Beach,19510371.0
2270,Police Academy 6: City Under Siege,11567217.0
2271,Babe: Pig in the City,69131860.0
2272,Home Fries,10443316.0
2273,Ringmaster,9247881.0
2274,Very Bad Things,9898412.0
2276,Psycho,37141130.0
2280,Star Trek: Insurrection,118000000.0
2281,The Prince of Egypt,218613188.0
2282,Rushmore,17096053.0
2283,Shakespeare in Love,289317794.0
2286,Santa Claus: The Movie,23717291.0
2288,Pale Rider,41410568.0
2289,Rambo: First Blood Part II,300400432.0
2290,First Blood,125212904.0
2291,Rambo III,189015611.0
2292,The Jewel of the Nile,96773200.0
2293,Romancing the Stone,86572238.0
2294,Cocoon,85313124.0
2295,Cocoon: The Return,25024919.0
2296,Rocky II,200182160.0
2297,Rocky III,270000000.0
2298,Rocky IV,300473716.0
2299,Rocky V,119946358.0
2300,Clue,14643997.0
2303,Back to School,91258000.0
2306,Extremities,13418091.0
2307,The Karate Kid,90815558.0
2308,"The Karate Kid, Part II",115103979.0
2309,"The Karate Kid, Part III",38956288.0
2310,National Lampoon's Christmas Vacation,71320000.0
2311,You've Got Mail,250821495.0
2312,The General,1214198.0
2314,The Thin Red Line,98126565.0
2315,The Faculty,40283321.0
2318,Patch Adams,202292902.0
2320,A Civil Action,56702901.0
2323,Tea with Mussolini,21001563.0
2326,Affliction,6330054.0
2330,Playing by Heart,3970078.0
2335,Virus,14010690.0
2337,Howard the Duck,37962774.0
2340,The Boy Who Could Fly,7177431.0
2341,The Fly,3000000.0
2342,The Fly,60629159.0
2343,The Fly II,38903179.0
2345,Armed and Dangerous,15945534.0
2346,The Texas Chain Saw Massacre,30859000.0
2347,The Texas Chainsaw Massacre 2,8025872.0
2348,Leatherface: Texas Chainsaw Massacre III,5765562.0
2349,Texas Chainsaw Massacre: The Next Generation,185898.0
2350,Ruthless People,71624879.0
2351,Trick or Treat,6797218.0
2352,Deadly Friend,8988731.0
2354,The Name of the Rose,77200000.0
2356,Peggy Sue Got Married,41382841.0
2357,Crocodile Dundee,328203506.0
2358,Crocodile Dundee II,239606210.0
2361,The Color of Money,52293982.0
2362,52 Pick-Up,5186646.0
2363,Heartbreak Ridge,42724017.0
2364,Firewalker,11949484.0
2370,The Day of the Beast,4367497.0
2372,She's All That,103166989.0
2374,"Blood, Guts, Bullets and Octane",13674.0
2375,Peeping Tom,83957.0
2377,Payback,161626121.0
2378,Simply Irresistible,4398989.0
2383,Blast from the Past,40263020.0
2384,Message in a Bottle,118880016.0
2385,My Favorite Martian,36850101.0
2387,Jawbreaker,3076820.0
2389,Office Space,12827813.0
2391,200 Cigarettes,6852450.0
2392,8MM,96618699.0
2400,Pet Sematary,57469467.0
2401,Pet Sematary II,17092453.0
2402,Children of the Corn II: The Final Sacrifice,6980986.0
2404,Christine,21200000.0
2405,Night Shift,21095683.0
2407,Airport,100489151.0
2408,Airport 1975,47000000.0
2409,Airport '77,30000000.0
2411,The Towering Inferno,116000000.0
2415,Logan's Run,25000000.0
2416,Planet of the Apes,33395426.0
2417,Beneath the Planet of the Apes,18999718.0
2418,Battle for the Planet of the Apes,8844595.0
2419,Conquest of the Planet of the Apes,9700000.0
2420,Escape from the Planet of the Apes,12348905.0
2422,Earthquake,79666653.0
2423,The Concorde... Airport '79,13015688.0
2426,Analyze This,176885658.0
2427,The Corruptor,15156200.0
2428,Cruel Intentions,75902208.0
2429,"Lock, Stock and Two Smoking Barrels",3897569.0
2433,The Deep End of the Ocean,28121100.0
2435,The Rage: Carrie 2,17762705.0
2438,Dead Ringers,8038508.0
2439,My Boyfriend's Back,3335984.0
2442,Baby Geniuses,36450736.0
2445,Forces of Nature,93888180.0
2446,The King and I,12000000.0
2452,The King and I,21300000.0
2455,The Mod Squad,13260050.0
2458,The Matrix,463517383.0
2459,10 Things I Hate About You,53478166.0
2461,The Out-of-Towners,29000000.0
2466,Following,48482.0
2467,Go,28451622.0
2468,Never Been Kissed,84565230.0
2469,Twin Dragons,8359717.0
2470,Cookie's Fortune,10920544.0
2471,Foolish,6033999.0
2474,Life,73345029.0
2475,Friends & Lovers,94633.0
2477,Jeanne and the Perfect Guy,13936.0
2480,Open Your Eyes,368234.0
2482,SLC Punk,299200.0
2486,eXistenZ,2856712.0
2491,Entrapment,212404396.0
2492,Idle Hands,4152230.0
2498,Mildred Pierce,5638000.0
2499,Night of the Comet,14418922.0
2501,My Science Project,4122748.0
2502,Dick Tracy,103738726.0
2503,The Mummy,415885488.0
2504,The Castle,861789.0
2509,Trippin',9016377.0
2512,Edge of Seventeen,870751.0
2514,Star Wars: Episode I - The Phantom Menace,924317558.0
2526,Superman,300218018.0
2527,Superman II,190458706.0
2528,Superman III,75850624.0
2529,Superman IV: The Quest for Peace,19300000.0
2530,Dracula,1012189.0
2533,Frankenstein,12000000.0
2542,The Rocky Horror Picture Show,112892319.0
2544,It Came from Hollywood,2091037.0
2547,The War of the Worlds,2000000.0
2556,Notting Hill,363889678.0
2557,The Thirteenth Floor,18564088.0
2560,Twice Upon a Yesterday,258464.0
2567,Limbo,1997807.0
2568,Austin Powers: The Spy Who Shagged Me,310940086.0
2571,The Red Violin,9495408.0
2572,Tarzan,448000000.0
2573,The General's Daughter,149705852.0
2575,An Ideal Husband,18535191.0
2577,Run Lola Run,7267585.0
2579,Big Daddy,234801895.0
2581,The Dinner Game,78599508.0
2582,My Son the Fanatic,408339.0
2584,Arachnophobia,53208180.0
2586,Wild Wild West,222104681.0
2591,American Pie,235483004.0
2594,Muppets from Space,16290976.0
2595,The Blair Witch Project,248000000.0
2597,Eyes Wide Shut,162091208.0
2598,Lake Placid,56870414.0
2599,The Wood,25059640.0
2601,Ghostbusters,295212467.0
2602,Ghostbusters II,215394738.0
2603,Drop Dead Gorgeous,10571408.0
2604,The Haunting,91188905.0
2606,Trick,2049595.0
2607,Deep Blue Sea,73648228.0
2608,Mystery Men,29762011.0
2609,Runaway Bride,309457509.0
2613,Spartacus,60000000.0
2614,Lolita,9250000.0
2615,Barry Lyndon,20000000.0
2618,Vibes,1883811.0
2619,The Mosquito Coast,14302779.0
2620,The Golden Child,79817939.0
2623,Crimes of the Heart,22905522.0
2624,The Color Purple,146292009.0
2626,No Mercy,12303904.0
2628,Native Son,1301121.0
2630,The Mission,17218023.0
2631,Little Shop of Horrors,38748395.0
2634,The Morning After,25147055.0
2636,From the Hip,9518342.0
2639,Deadtime Stories,2750741.0
2642,Frances,5000000.0
2644,Dick,27500000.0
2646,The Iron Giant,23159305.0
2647,The Sixth Sense,672806292.0
2648,The Thomas Crown Affair,124305181.0
2656,Brokedown Palace,13000000.0
2657,Detroit Rock City,4217115.0
2660,Head On,378667.0
2665,The Raven,1499275.0
2667,The Pit and the Pendulum,2000000.0
2671,Haunted Honeymoon,8033397.0
2674,Damien: Omen II,26518355.0
2675,Omen III: The Final Conflict,20471382.0
2676,Airplane!,83453539.0
2677,Airplane II: The Sequel,27150534.0
2678,An American Werewolf in Paris,26570463.0
2679,National Lampoon’s European Vacation,49364621.0
2680,National Lampoon's Vacation,61399552.0
2682,Big,151668774.0
2688,The Pelican Brief,195268056.0
2689,A Christmas Story,19294144.0
2691,Teaching Mrs. Tingle,8946237.0
2692,Universal Soldier: The Return,10667893.0
2697,In Too Deep,14011454.0
2698,The Source,360895.0
2704,Three Days of the Condor,27476252.0
2711,The 13th Warrior,61698899.0
2712,The Astronaut's Wife,19598588.0
2718,Lucie Aubrac,458557.0
2720,Chill Factor,11263966.0
2721,Outside Providence,7292175.0
2725,Stigmata,50041732.0
2726,Stir of Echoes,21133087.0
2729,The Minus Man,370668.0
2736,A Soldier's Story,21821347.0
2739,Nightmares,6670680.0
2742,American Beauty,356296601.0
2743,Stop Making Sense,4978922.0
2744,Blue Streak,117758500.0
2746,Caligula,23438120.0
2747,A Hard Day's Night,12299668.0
2748,Splendor,45703.0
2750,The Buddy Holly Story,14363400.0
2751,Fright Night,24922237.0
2752,Fright Night Part 2,2983784.0
2755,Deliverance,46122355.0
2756,Excalibur,34967437.0
2759,Sommersby,140081992.0
2760,Thumbelina,11373501.0
2761,Tommy,34251525.0
2765,Double Jeopardy,177841558.0
2769,Guinevere,614202.0
2772,Drive Me Crazy,22593409.0
2773,"Mystery, Alaska",8888143.0
2774,Three Kings,108000000.0
2775,"Happy, Texas",1943649.0
2782,The Dark Half,10611160.0
2784,Monkey Shines,5344577.0
2785,Phantasm,11988469.0
2786,Psycho II,34725000.0
2787,Psycho III,14481606.0
2790,Random Hearts,74608570.0
2792,Boys Don't Cry,11540607.0
2796,The Limey,3193102.0
2799,Risky Business,63541777.0
2800,Total Recall,261317921.0
2801,Body Heat,24058838.0
2802,Ferris Bueller's Day Off,70136369.0
2803,The Year of Living Dangerously,1317657.0
2805,High Plains Drifter,15700000.0
2806,Hang 'em High,6800000.0
2813,Reds,40382659.0
2823,Niagara,8500000.0
2825,South Pacific,36800000.0
2826,Flashdance,92921203.0
2828,The Dirty Dozen,45300000.0
2831,Goldfinger,124881062.0
2832,From Russia with Love,78898765.0
2833,Dr. No,59600000.0
2834,The Blue Lagoon,58853106.0
2835,A Fistful of Dollars,14500000.0
2836,Hard Eight,222559.0
2837,Home Alone 2: Lost in New York,358991681.0
2840,Someone to Watch Over Me,10278549.0
2841,Sparrows,966878.0
2842,Naturally Native,10508.0
2843,Fight Club,100853753.0
2845,The Story of Us,58900031.0
2849,The Omega Code,2400000.0
2852,Time Bandits,42365581.0
2855,All That Jazz,37823676.0
2857,Crimes and Misdemeanors,18254702.0
2859,The Best Man,34573780.0
2863,Body Shots,239894.0
2866,The Guardian,17037887.0
2869,RoboCop,53000000.0
2870,RoboCop 2,45681173.0
2871,Who Framed Roger Rabbit,329803958.0
2873,For Your Eyes Only,195312802.0
2874,Licence to Kill,156167015.0
2875,Live and Let Die,161777836.0
2877,Thunderball,141195658.0
2879,House on Haunted Hill,40846082.0
2880,Music of the Heart,14859394.0
2881,Being John Malkovich,22863596.0
2883,Man Of The Century,33031.0
2884,Princess Mononoke,159375308.0
2888,The Bachelor,36911617.0
2889,The Bone Collector,151493655.0
2890,The Insider,60289912.0
2894,Rosetta,266665.0
2900,Creepshow,21028755.0
2901,Creepshow 2,14000000.0
2902,Re-Animator,2023414.0
2903,Drugstore Cowboy,4729352.0
2904,Falling Down,40903593.0
2907,My Best Girl,1027757.0
2912,Nighthawks,19905359.0
2914,Repossessed,1382462.0
2916,Spaceballs,38119483.0
2917,Robin Hood,32056467.0
2919,Quest for Fire,55260558.0
2920,Little Big Man,31559552.0
2922,Trading Places,90400000.0
2927,Dead Again,38016380.0
2931,Under the Rainbow,2297493.0
2934,Anywhere But Here,18653615.0
2935,Dogma,30652890.0
2936,The Messenger: The Story of Joan of Arc,66976317.0
2937,Pokémon: The First Movie: Mewtwo Strikes Back,163644662.0
2945,The Longest Day,50100000.0
2949,Tora! Tora! Tora!,29548291.0
2950,Women on the Verge of a Nervous Breakdown,7179298.0
2951,The Verdict,53977250.0
2954,Stand and Deliver,13994920.0
2955,Moonstruck,80640528.0
2964,Sleepy Hollow,206071502.0
2965,The World Is Not Enough,361832400.0
2966,All About My Mother,67872296.0
2970,Scrooged,60328000.0
2972,Bicycle Thieves,361712.0
2973,Matewan,1680358.0
2981,The Natural,47951979.0
2983,A River Runs Through It,43440294.0
2984,Fatal Attraction,320145693.0
2986,Stanley & Iris,5820015.0
2987,Midnight Run,38413606.0
2988,Awakenings,52096475.0
2990,Backdraft,152368585.0
2991,The Fisher King,41895491.0
